,Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
9319,2018-1-ES02-KA105-010955,2018-2019,2018-07,2018-07,7,Youth Exchanges - Programme Countries,? Unknown ?,DE,??? - ? Unknown ?,Female,Learner,No,No,No,14.0,DE,OLDENBURG,JUGENDKULTURARBEIT EV,-,ES,PAMPLONA - IRUÑA,FEDERACION COMUNITARIA DE ASOCIACIONES DE ROTXAPEA-BATEAN,-,1
9320,2015-3-IT03-KA105-007026,2016-2017,2016-10,2016-10,8,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Learner,No,No,No,23.0,IT,ROMA,LUNARIA ASSOCIAZIONE DI PROMOZIONE SOCIALE E IMPRESA SOCIALE,-,IT,Poggio Mirteto (RI),LUNARIA ASSOCIAZIONE DI PROMOZIONE SOCIALE E IMPRESA SOCIALE,-,1
9321,2016-1-FR01-KA103-022110,2016-2017,2016-09,2017-09,340,Student mobility for studies between Programme Countries,"Motor vehicles, ships and aircraft",FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,22.0,FR,FUTUROSCOPE CEDEX,ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET D'AEROTECHNIQUE,F  POITIER05,UK,CRANFIELD - BEDFORDSHIRE,CRANFIELD UNIVERSITY,UK CRANFIE01,1
9322,2015-1-LV01-KA103-013149,2015-2016,2015-08,2016-05,265,Student mobility for studies between Programme Countries,Economics,LV,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,25.0,LV,JELGAVA,LATVIJAS LAUKSAIMNIECIBAS UNIVERSITATE,LV JELGAVA01,NL,EDE GLD,STICHTING AERES GROEP,NL DRONTEN01,1
9323,2019-1-DE01-KA103-004641,2019-2020,2019-09,2019-12,91,Student mobility for studies between Programme Countries,"Engineering and engineering trades, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,DE,Aachen,RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN,D  AACHEN01,UK,London,UNIVERSITY COLLEGE LONDON,-,1
9324,2015-3-FI01-KA105-022214,2016-2017,2016-02,2016-03,7,Youth Exchanges - Partner Countries,? Unknown ?,RU,??? - ? Unknown ?,Male,Learner,No,Yes,Yes,27.0,RU,Grozny,"Regional'naya obshhestvennaya organizaciya sodeistviya grazhdanskim iniciativam ""Molodezh' dlya budushhego""",-,AM,Yerevan,International Center for Human Development,-,1
9325,2014-1-PL01-KA103-001381,2015-2016,2015-03,2015-07,152,Student mobility for studies between Programme Countries,Economics,UA,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,18.0,PL,Cz�stochowa,Akademia Polonijna w Czestochowie,PL CZESTOC03,IT,FOGGIA,UNIVERSITA DEGLI STUDI DI FOGGIA,I  FOGGIA03,1
9326,2018-1-PL01-KA103-047748,2019-2020,2019-01,2019-01,5,Staff mobility for teaching between Programme Countries,Literature and linguistics,PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Staff,No,No,No,18.0,PL,WARSZAWA,UNIWERSYTET WARSZAWSKI,PL WARSZAW01,ES,GRANADA,UNIVERSIDAD DE GRANADA,E  GRANADA01,1
9327,2018-1-UK01-KA103-047177,2018-2019,2018-06,2019-06,357,Student mobility for traineeships between Programme Countries,Management and administration,IE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,UK,BELFAST,THE QUEEN'S UNIVERSITY OF BELFAST,UK BELFAST01,IE,Dublin,Citco Fund Services Ltd,-,1
9328,2016-1-CZ01-KA105-023654,2016-2017,2016-06,2016-06,7,Mobility of youth workers - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Staff,No,No,No,28.0,PL,Gdansk,Stowarzyszenie Inicjatyw Mlodziezowych,-,CZ,Jindřichův Hradec,ICM Jindrichuv Hradec z.s.,-,1
9329,2014-1-SK01-KA103-000020,2015-2016,2015-07,2016-04,304,Student mobility for traineeships between Programme Countries,"Information and Communication Technologies (ICTs), not further defined",SK,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25.0,SK,Ružomberok,KATOLICKA UNIVERZITA V RUZOMBERKU,SK RUZOMBE01,CZ,Brno,"IMP net, s. r. o.",-,1
9330,2018-3-PL01-KA105-061091,2019-2020,2019-08,2019-08,5,Youth Exchanges - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Male,Learner,No,Yes,No,15.0,PL,�ychlin,Stowarzyszenie na Rzecz Rozwoju Gminy Zychlin,-,PL,Zakopane,Stowarzyszenie na Rzecz Rozwoju Gminy Zychlin,-,3
9331,2015-1-AT01-KA103-004536,2016-2017,2016-02,2016-07,151,Student mobility for studies between Programme Countries,Language acquisition,AT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,29.0,AT,INNSBRUCK,UNIVERSITAET INNSBRUCK,A  INNSBRU01,IT,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,I  BOLOGNA01,1
9332,2017-3-UK01-KA105-046468,2018-2019,2018-10,2018-10,9,Mobility of youth workers - Programme Countries,? Unknown ?,BG,??? - ? Unknown ?,Male,Staff,No,Yes,No,27.0,UK,London,THE ASHA FOUNDATION,-,UK,Flaxley,THE ASHA FOUNDATION,-,1
9333,2016-1-SE02-KA105-001391,2016-2017,2016-07,2016-07,12,Youth Exchanges - Programme Countries,? Unknown ?,SE,??? - ? Unknown ?,Male,Learner,No,Yes,No,21.0,SE,Stockholm,Hästekasen Gård Förening,-,SE,Uddevalla,Hästekasen Gård Förening,-,1
9334,2017-1-IT02-KA103-035286,2018-2019,2018-06,2018-06,3,Staff mobility for training between Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Staff,No,No,No,21.0,IT,PERUGIA,UNIVERSITA PER STRANIERI DI PERUGIA,I  PERUGIA06,ES,BARCELONA,UNIVERSITAT DE BARCELONA,E  BARCELO01,1
9335,2018-1-IT02-KA103-047019,2018-2019,2018-08,2018-12,128,Student mobility for studies between Programme Countries,Sports,IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,IT,FISCIANO SA,UNIVERSITA DEGLI STUDI DI SALERNO,I  SALERNO01,NO,TRONDHEIM,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,N  TRONDHE01,1
9336,2017-1-NL01-KA116-034934,2018-2019,2018-03,2018-05,60,VET learners traineeships in companies abroad,"Agriculture, forestry, fisheries and veterinary",NL,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,19.0,NL,Ede,STICHTING AERES GROEP,NL DRONTEN01,EL,ATHENE,Attica Zoological Park,-,1
9337,2016-2-LT02-KA105-004831,2016-2017,2016-11,2016-12,8,Youth Exchanges - Programme Countries,? Unknown ?,LT,??? - ? Unknown ?,Male,Learner,No,Yes,No,21.0,LT,Kaunas,Jaunimo stotele,-,LT,Markutiškių kaimas,Jaunimo stotele,-,1
9338,2016-1-LT01-KA103-022877,2017-2018,2017-04,2017-04,5,Staff mobility for training between Programme Countries,? Unknown ?,LT,??? - ? Unknown ?,Female,Staff,No,No,No,21.0,LT,VILNIUS,VILNIAUS UNIVERSITETAS,LT VILNIUS01,SE,STOCKHOLM,STOCKHOLMS UNIVERSITET,S  STOCKHO01,1
9339,2017-1-UK01-KA103-035524,2017-2018,2017-09,2018-06,264,Student mobility for studies between Programme Countries,Political sciences and civics,UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,UK,"FALMER, BRIGHTON",THE UNIVERSITY OF SUSSEX,UK BRIGHTO01,IT,VENEZIA,UNIVERSITA CA' FOSCARI VENEZIA,I  VENEZIA01,1
9340,2018-1-TR01-KA103-049902,2019-2020,2019-01,2019-06,151,Student mobility for studies between Programme Countries,"Information and Communication Technologies (ICTs), not further defined",TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,TR,KONYA,SELCUK UNIVERSITESI,TR KONYA01,LT,VILNIUS,VILNIAUS UNIVERSITETAS,LT VILNIUS01,1
9341,2019-1-ES01-KA103-061293,2019-2020,2019-09,2020-06,291,Student mobility for studies between Programme Countries,"Architecture and construction, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,ES,MADRID,UNIVERSIDAD POLITECNICA DE MADRID,E  MADRID05,AT,WIEN,TECHNISCHE UNIVERSITAET WIEN,-,1
9342,2015-1-FR01-KA103-013685,2015-2016,2015-08,2016-05,265,Student mobility for studies between Programme Countries,Architecture and town planning,FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,20.0,FR,Vaulx-en-Velin,Ecole Nationale Supérieure d'Architecture de Lyon,F  LYON25,HU,BUDAPEST,BUDAPESTI MUSZAKI ES GAZDASAGTUDOMANYI EGYETEM,HU BUDAPES02,1
9343,2018-1-PL01-KA105-050038,2018-2019,2018-08,2018-09,8,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Learner,No,No,No,21.0,IT,Valenzano (Bari),Associazione Culturale Historia,-,PL,Kwiatk�wek,FUNDACJA INSTYTUT DZIALAN TWORCZYCH,-,1
9344,2018-1-DE04-KA105-016597,2018-2019,2018-10,2018-10,8,Youth Exchanges - Partner Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Learner,No,No,Yes,22.0,PL,SLUBICE,JASINSKA MARCELA,-,DE,FRANKFURT ODER,PEWOBE GEMEINNUTZIGE SOZIALE BETREUUNGSGESELLSCHAFT MBH FRANKFURT/ODER,-,1
9345,2016-2-PL01-KA105-027199,2016-2017,2016-09,2017-06,303,European Voluntary Service - Partner Countries,? Unknown ?,HU,??? - ? Unknown ?,Female,Learner,No,No,No,24.0,HU,G�d,Fiatalok a Vidékért Egyesület,-,PL,Wroclaw,Fundacja Integracji Spolecznej Prom,-,1
9346,2017-3-SI02-KA105-014404,2018-2019,2018-07,2018-07,7,Youth Exchanges - Programme Countries,? Unknown ?,SI,??? - ? Unknown ?,Female,Learner,No,No,No,18.0,SI,Idrija,Zveza drustev Mladinski center Idrija,-,SI,Idrija,Zveza drustev Mladinski center Idrija,-,2
9347,2017-1-LU01-KA103-023872,2017-2018,2017-09,2018-01,129,Student mobility for studies between Programme Countries,Biology,LU,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,LU,Luxembourg,UNIVERSITE DU LUXEMBOURG,LUXLUX-VIL01,FR,Strasbourg,UNIVERSITE DE STRASBOURG,F  STRASBO48,1
9348,2018-1-IT02-KA103-047467,2018-2019,2018-09,2019-02,172,Student mobility for studies between Programme Countries,"Business and administration, not further defined",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,IT,ANCONA,UNIVERSITA POLITECNICA DELLE MARCHE,I  ANCONA01,DE,BIELEFELD,FACHHOCHSCHULE BIELEFELD,D  BIELEFE02,1
9349,2019-1-PT02-KA105-005810,2019-2020,2019-12,2019-12,7,Mobility of youth workers - Programme Countries,? Unknown ?,HR,??? - ? Unknown ?,Male,Staff,No,Yes,No,21.0,HR,Orahovica,Udruga za Promicanje Alternativne i Urbane Kulture (P.A.U.K.),-,PL,RZESZOW,STOWARZYSZENIE PROJEKTOW MIEDZYNARODOWYCH INPRO,-,1
9350,2016-1-FR01-KA103-022653,2016-2017,2016-10,2017-06,270,Student mobility for studies between Programme Countries,"Materials (glass, paper, plastic and wood)",PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,21.0,FR,VILLEURBANNE CEDEX,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON,F  LYON12,UK,LONDON,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",UK LONDON015,1
9351,2019-1-FR01-KA102-061901,2019-2020,2019-07,2019-07,1,Mobility of VET learners (2 weeks up to 3 months),Personal services,FR,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,41.0,FR,POISY,Institut des Sciences de l'Environnement et des Territoires d'Annecy,F  ANNECY14,IT,Pisogne,Comune di Pisogne,-,1
9352,2019-2-PL01-KA105-066180,2019-2020,2019-11,2019-11,8,Youth Exchanges - Programme Countries,? Unknown ?,LT,??? - ? Unknown ?,Female,Learner,No,No,No,18.0,LT,Varena,"VsI ""uMunthu""",-,PL,Murzasichle,Stowarzyszenie Aktywnej Mlodziezy Feniks,-,1
9353,2017-1-LT01-KA107-035023,2018-2019,2018-10,2018-11,5,Staff mobility for Teaching To/From Partner Countries,Economics,LT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,18.0,LT,Klaipeda,Lietuvos verslo kolegija,LT KLAIPED07,JO,Amman,PETRA FOR EDUCATION,-,1
9354,2018-1-FR01-KA103-046512,2019-2020,2019-05,2019-07,60,Student mobility for traineeships between Programme Countries,Secretarial and office work,FR,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,Learner,No,No,No,18.0,FR,M�con,LYCÉE LAMARTINE,F  MACON06,IE,DUNBOYNE,ALLTECH IRELAND,-,1
9355,2018-1-ES01-KA103-047941,2018-2019,2018-10,2019-02,121,Student mobility for studies between Programme Countries,Music and performing arts,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,ES,ALICANTE,CONSERVATORIO SUPERIOR DE MUSICA OSCAR ESPLA,E  ALICANT11,AT,GRAZ,UNIVERSITAT FUR MUSIK UND DARSTELLENDE KUNST GRAZ (KUG),A  GRAZ03,1
9356,2015-1-IT02-KA103-013271,2015-2016,2015-09,2016-06,298,Student mobility for studies between Programme Countries,Architecture and town planning,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,21.0,IT,CASERTA,UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,I  NAPOLI09,FR,Paris,Ecole Nationale Supérieure d'Architecture Paris Val de Seine,F  PARIS129,1
9357,2015-1-BE01-KA103-013133,2016-2017,2016-02,2016-04,61,Student mobility for traineeships between Programme Countries,Therapy and rehabilitation,FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,32.0,BE,Seraing,Haute école de la province de Liège,B  LIEGE38,FR,Clermont Ferrand,Centre hospitalier sainte-Marie,-,1
9358,2017-1-BG01-KA103-035479,2017-2018,2017-10,2018-02,126,Student mobility for studies between Programme Countries,"Humanities (except languages), not elsewhere classified",BG,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,28.0,BG,PLOVDIV,PLOVDIVSKI UNIVERSITET PAISIY HILENDARSKI,BG PLOVDIV04,SI,LJUBLJANA,UNIVERZA V LJUBLJANI,SI LJUBLJA01,1
9359,2019-1-DE01-KA103-004459,2019-2020,2019-08,2019-12,150,Student mobility for traineeships between Programme Countries,Sociology and cultural studies,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,DE,FRIEDRICHSHAFEN,Zeppelin Universität gemeinnützige GmbH,D  FRIEDRI01,SE,Stockholm,Galerie Nordenhake AB,-,1
9360,2018-1-TR01-KA103-053449,2018-2019,2018-09,2019-01,142,Student mobility for studies between Programme Countries,Law,TR,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,Learner,No,No,No,22.0,TR,Istanbul,YEDITEPE UNIVERSITY VAKIF,TR ISTANBU21,CZ,BRNO STRED,VYSOKE UCENI TECHNICKE V BRNE,CZ BRNO01,1
9361,2015-1-SK01-KA103-008669,2016-2017,2016-07,2016-07,4,Staff mobility for training between Programme Countries,? Unknown ?,SK,??? - ? Unknown ?,Female,Staff,No,No,No,22.0,SK,KOSICE,UNIVERZITA PAVLA JOZEFA SAFARIKA V KOSICIACH,SK KOSICE02,DK,Copenhagen,The Federation of European Neuroscience Societies,-,2
9362,2015-1-DE01-KA103-001949,2016-2017,2016-02,2016-06,102,Student mobility for studies between Programme Countries,Social work and counselling,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,DE,Wuerzburg,University of Applied Sciences Wuerzburg-Schweinfurt,D  WURZBUR03,SE,UMEA,UMEA UNIVERSITET,S  UMEA01,1
9363,2015-2-ES02-KA105-006523,2016-2017,2016-07,2016-07,10,Youth Exchanges - Programme Countries,? Unknown ?,SK,??? - ? Unknown ?,Female,Learner,No,No,No,17.0,SK,Nitra,Zdruzenie Aktivko,-,ES,El Saucejo,DE AMICITIA,-,1
9364,2015-1-IT02-KA103-013213,2015-2016,2015-09,2016-01,137,Student mobility for studies between Programme Countries,Electricity and energy,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,22.0,IT,GENOVA,UNIVERSITA DEGLI STUDI DI GENOVA,I  GENOVA01,BE,LOUVAIN LA NEUVE,UNIVERSITE CATHOLIQUE DE LOUVAIN,B  LOUVAIN01,1
9365,2014-3-CY02-KA105-000332,2015-2016,2015-07,2015-07,8,Mobility of youth workers - Programme Countries,? Unknown ?,CY,??? - ? Unknown ?,Male,Staff,No,No,Yes,29.0,CY,NICOSIA,CULTURAL ASSOCIATION NOSTOS PISSOURIOU,-,CY,"PISSOURI, LIMASSOL",CULTURAL ASSOCIATION NOSTOS PISSOURIOU,-,1
9366,2016-1-IT02-KA103-022754,2016-2017,2016-09,2017-02,156,Student mobility for studies between Programme Countries,"Languages, not further defined",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,IT,VERCELLI,UNIVERSITA DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO,I  VERCELL01,ES,GETAFE (MADRID),UNIVERSIDAD CARLOS III DE MADRID,E  MADRID14,1
9367,2014-1-ES01-KA103-001563,2014-2015,2014-09,2015-02,159,Student mobility for studies between Programme Countries,Management and administration,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,ES,Murcia,UNIVERSIDAD DE MURCIA,E  MURCIA01,PL,Gdansk,POLITECHNIKA GDANSKA,PL GDANSK02,1
9368,2015-1-TR01-KA103-017935,2017-2018,2017-05,2017-05,3,Staff mobility for teaching between Programme Countries,"Information and Communication Technologies (ICTs), not elsewhere classified",TR,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Male,Staff,No,No,No,20.0,TR,Beykoz/İstanbul,TURKISH-GERMAN UNIVERSITY,TR ISTANBU53,DE,TUEBINGEN,EBERHARD KARLS UNIVERSITAET TUEBINGEN,D  TUBINGE01,1
9369,2015-1-RO01-KA102-014261,2016-2017,2016-03,2016-04,19,VET learners traineeships in companies abroad,Nursing and midwifery,RO,??? - ? Unknown ?,Female,Learner,No,No,No,31.0,RO,Pitesti,Scoala Sanitara Postliceala Carol Davila din Pitesti,-,FR,Bordeaux,Centre Hospitalier Charles Perrens,-,1
9370,2015-2-ES02-KA105-006639,2015-2016,2015-11,2015-11,5,Mobility of youth workers - Programme Countries,? Unknown ?,ES,??? - ? Unknown ?,Female,Staff,No,No,No,25.0,IT,Boves,Youth4youth,-,ES,PAMPLONA - IRU�A,FEDERACION COMUNITARIA DE ASOCIACIONES DE ROTXAPEA-BATEAN,-,1
9371,2014-1-IT02-KA103-002538,2015-2016,2015-01,2015-06,150,Student mobility for studies between Programme Countries,Education,IT,ISCED-9 - Not elsewhere classified,Male,Learner,No,No,No,24.0,IT,FIRENZE,UNIVERSITA DEGLI STUDI DI FIRENZE,I  FIRENZE01,BE,BRUXELLES,UNIVERSITE LIBRE DE BRUXELLES,B  BRUXEL04,1
9372,2018-1-PL01-KA103-047910,2018-2019,2018-09,2019-02,131,Student mobility for studies between Programme Countries,"Travel, tourism and leisure",PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,PL,SZCZECIN,UNIWERSYTET SZCZECINSKI,PL SZCZECI01,ES,Puerto de la Cruz,Escuela Superior de Turismo iriarte,E  TENERIF28,1
9373,2016-1-CZ01-KA103-023284,2017-2018,2017-06,2017-07,9,Staff mobility for training between Programme Countries,? Unknown ?,CZ,??? - ? Unknown ?,Female,Staff,No,No,No,22.0,CZ,BRNO STRED,VYSOKE UCENI TECHNICKE V BRNE,CZ BRNO01,ES,HUELVA,UNIVERSIDAD DE HUELVA,E  HUELVA01,1
9374,2016-1-NO01-KA116-021967,2018-2019,2018-04,2018-04,2,Staff training abroad,Mechanics and metal trades,NO,??? - ? Unknown ?,Male,Staff,No,No,No,21.0,NO,Verdal,Verdal videregående skole,-,DE,Lindau,Lindauer DORNIER GmbH,-,1
9375,2017-1-NL01-KA103-034940,2017-2018,2017-09,2018-02,159,Student mobility for studies between Programme Countries,"Arts, not further defined",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,NL,GRONINGEN,RIJKSUNIVERSITEIT GRONINGEN,NL GRONING01,ES,GRANADA,UNIVERSIDAD DE GRANADA,E  GRANADA01,1
9376,2015-2-DE04-KA105-012820,2015-2016,2015-11,2015-11,7,Youth Exchanges - Partner Countries,? Unknown ?,RS,??? - ? Unknown ?,Male,Learner,No,No,No,26.0,RS,Vrsac,Romane chvavro - romano futuro,-,DE,Hannover,Ternengo Drom e Romengo Roma Jugend in Niedersachsen e.V.,-,2
9377,2015-1-PL01-KA105-014074,2015-2016,2015-08,2015-08,6,Mobility of youth workers - Partner Countries,? Unknown ?,BA,??? - ? Unknown ?,Male,Staff,No,No,No,23.0,BA,Sarajevo,Opcinska organizacija Crveni kriz Novo Sarajevo,-,PL,Pi�cz�w,"Stowarzyszenie Mlodziezowych Inicjatyw Tworczych ""CREATOR""",-,1
9378,2018-1-IT03-KA105-013240,2018-2019,2018-11,2018-11,5,Youth Exchanges - Programme Countries,? Unknown ?,LV,??? - ? Unknown ?,Female,Learner,No,No,Yes,53.0,LV,Dobele,Make Room Europe,-,IT,Galatone,Work in Progress onlus,-,1
9379,2018-1-CY01-KA103-046745,2018-2019,2018-09,2019-02,126,Student mobility for studies between Programme Countries,Teacher training without subject specialization,CY,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,25.0,CY,NICOSIA,UNIVERSITY OF CYPRUS,CY NICOSIA01,EL,VOLOS,PANEPISTIMIO THESSALIAS,G  VOLOS01,1
9380,2016-1-DE01-KA103-002588,2017-2018,2017-01,2017-05,123,Student mobility for studies between Programme Countries,Medicine,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,25.0,DE,BERLIN,HUMBOLDT-UNIVERSITAET ZU BERLIN,D  BERLIN13,UK,Manchester,THE UNIVERSITY OF MANCHESTER,UK MANCHES01,1
9381,2016-1-ES01-KA107-023786,2018-2019,2018-07,2018-07,5,Staff mobility for Training To/From Partner Countries,? Unknown ?,TN,??? - ? Unknown ?,Female,Staff,No,No,No,25.0,TN,GAFSA,UNIVERSITE DE GAFSA,-,ES,GRANADA,UNIVERSIDAD DE GRANADA,E  GRANADA01,1
9382,2018-2-IS01-KA105-038843,2018-2019,2018-10,2018-10,3,Mobility of youth workers - Programme Countries,? Unknown ?,LT,??? - ? Unknown ?,Female,Staff,No,No,No,26.0,LT,VILNIUS,LIETUVOS VAIKU IR JAUNIMO CENTRAS VI,-,LT,VILNIUS,LIETUVOS VAIKU IR JAUNIMO CENTRAS VI,-,1
9383,2017-2-UK01-KA105-036946,2018-2019,2018-02,2018-02,7,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Learner,No,Yes,No,20.0,IT,SALERNO,NICOLA NEW INTERNATIONAL COMPANY OF LIVE ARTS ITALY,-,UK,cheshunt,Renegade Talent,-,1
9384,2018-1-BG01-KA107-047047,2019-2020,2019-03,2019-04,44,Student mobility for Studies To/From Partner Countries,"Arts, not further defined",CN,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Female,Learner,No,No,No,30.0,CN,Beijing,Central Academy of Fine Arts,-,BG,Sofia,Nazionalna Hudojestvena Akademia,BG SOFIA08,1
9385,2019-1-DE01-KA103-004814,2019-2020,2019-09,2019-12,95,Student mobility for studies between Programme Countries,"Finance, banking and insurance",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,DE,Mannheim,Duale Hochschule Baden-Württemberg Mannheim,D  MANNHEI08,IT,PALERMO,UNIVERSITA DEGLI STUDI DI PALERMO,I  PALERMO01,1
